UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm,Cluster
1654757728,-4.39,51.6,1329.0,421.0,12984,19392,938.787,2.19,2.28,15.11,2.356,0.053,True,2
1654774902,24.48,53.3,1132.0,511.0,12842,19438,938.858,1.99,2.07,13.69,2.135,0.048,True,2
1654735668,19.309211864407292,51.237005649703285,26.265536723114774,400.0,13202,20134,939.5731991525424,1.1433615819221306,1.1933615819221304,7.885522598878274,1.230029661018237,0.0278672316384425,False,2
1654740551,-4.72,49.83,237.0,400.0,13135,20031,939.533,0.4,0.41,2.73,0.426,0.01,True,2
1654733511,22.38956754519808,52.87128822415421,1.0,408.1722419323664,12588,19679,939.8073866193624,0.0,0.0,0.0,0.0,0.0,False,2
1654717123,46.92863494900495,26.674032909202843,747.860382711379,535.2507780472789,11499,16782,936.842092040796,0.7513650509950526,0.7742063137438158,5.1409204079604205,0.8029221874689394,0.019,False,2
1654763526,19.137298868111007,52.47744814960075,0.0,400.0,13204,20136,939.5913649434056,0.8792701131888992,0.9192701131888992,6.0663505659444965,0.9463431018700093,0.021,False,2
1655129261,-6.176,20.39,0.0,4901.0,11671,16882,936.815,0.88,0.905,6.025,0.9385,0.021,False,1
1654756559,-21.916,49.78,1360.0,400.0,12974,19395,938.734,1.52,1.57,10.43,1.626,0.037,True,2
1655125279,-2.7927645572071644,46.70526582325174,84.59240511582097,400.0,12787,20665,937.5428683544188,2.190658227906468,2.2706582279064675,15.065265823251742,2.3497240506971147,0.053,False,2
1654784457,26.71,48.6,1356.0,401.0,12978,19394,938.717,1.77,1.84,12.18,1.9,0.043,True,2
1654764338,18.55,51.32,181.0,400.0,13143,19994,939.649,0.74,0.77,5.07,0.7909999999999999,0.018,False,2
1654771405,25.0,50.85,854.0,717.0,12772,19519,939.14,2.27,2.36,15.6,2.4330000000000003,0.055,True,2
1654775488,24.71,52.5,1120.0,487.0,12852,19451,938.922,1.81,1.88,12.46,1.942,0.044,True,2
1654762632,14.5719796506883,55.400203493117,16.406104793509837,400.0,13071,19954,939.7120152619838,0.3859898253441503,0.3959898253441503,2.6399491267207518,0.4111928777409052,0.009,False,2
1654739163,-8.961,50.6,1.0,400.0,13276,20252,939.63,2.33,2.42,16.04,2.502,0.057,True,2
1654768721,20.7,51.27,263.0,400.0,13128,20009,939.502,0.54,0.56,3.73,0.5820000000000001,0.013,True,2
1654715476,28.91314433162797,42.29,197.9716497441956,425.3427834186015,12769,20523,937.4013427834186,1.9967139170930075,2.07,13.720283502558043,2.139042525383706,0.048,False,2
1654767178,21.9,50.15,6.0,400.0,13278,20253,939.638,2.31,2.4,15.91,2.481,0.0559999999999999,True,2
1654784067,24.64,53.14,1360.0,404.0,12964,19387,938.76,2.46,2.56,16.93,2.64,0.06,True,2
1654717488,58.741833707418095,11.18462104208268,1394.9682124251174,1510.8044128244917,12223,17742,936.7226772625248,0.79,0.82,5.4,0.857,0.02,False,2
1654746795,19.958,47.13,1118.0,519.0,12841,19437,938.881,1.77,1.84,12.19,1.9,0.043,True,2
1654735385,22.077,53.57,49.0,400.0,13124,20007,939.628,0.64,0.67,4.42,0.69,0.016,False,2
1654736513,9.331,63.11,0.0,400.0,13457,20348,939.193,2.07,2.15,14.24,2.22,0.05,True,2
1654771226,24.55,50.98,688.0,770.0,12747,19570,939.156,3.03,3.15,12.23,3.249,0.073,True,2
1654748458,12.823,49.38,1019.0,414.0,12883,19479,938.817,1.85,1.92,12.73,1.985,0.045,True,2
1654714108,26.3028655745332,46.27867063806109,126.01329361938916,407.5332340484729,12782,20603,937.3710132936194,1.820265872387783,1.8902658723877828,12.536794638617534,1.955279166007172,0.0445066468096945,False,2
1654784153,26.6,49.18,1339.0,400.0,12971,19380,938.717,1.91,1.98,13.11,2.045,0.046,True,2
1654714823,27.25205686882415,45.03980183554605,150.10704287072576,427.1549285487904,12771,20560,937.3530112715146,1.903324001267737,1.9770141441701563,13.106366579849968,2.043383158460398,0.0462140857414515,False,2
1654713641,25.98,47.37464130083914,80.89311652681083,401.4289864428973,12787,20641,937.4328213766946,1.6235724661072437,1.6917862330536215,11.19143479664346,1.7453938428018811,0.0391786233053621,False,2
1654712474,29.73806211650017,39.43542607379951,32.72869631002454,400.0,12837,20749,937.58841863495,1.9031006135997195,1.98310061359972,13.111704295198036,2.0444106749596918,0.0460775153399929,False,2
1654745084,14.483,53.25,1109.0,616.0,12812,19461,939.089,1.98,2.06,13.66,2.13,0.048,True,2
1654779795,25.57,48.04,1268.0,424.0,12895,19406,938.725,1.64,1.7,11.26,1.756,0.04,True,2
1654764359,20.977643900708557,46.20031464539439,170.86761322187738,400.0,13157,20008,939.6826320032928,0.7973522644375478,0.836910975177139,5.520583272542017,0.8599992330292208,0.0189558710739591,False,2
1654753248,17.361,53.95,1166.0,400.0,12929,19427,938.742,1.46,1.51,10.03,1.565,0.035,True,2
1654750583,15.16,47.94,1212.0,420.0,12887,19425,938.792,1.59,1.65,10.95,1.7080000000000002,0.039,True,2
1655129283,-7.773339912544817,27.421213973374343,341.0,973.2400695750464,11212,16416,936.8648534148284,0.805,0.825,5.45,0.8500000000000001,0.5619267074142356,False,2
1654714612,27.73,46.68,153.0,425.0,12785,20569,937.335,1.89,1.96,13.01,2.028,0.046,False,2
1654769947,20.6,52.16,327.0,400.0,13099,19935,939.337,0.52,0.54,3.56,0.555,0.013,True,2
1654716235,31.58,56.99,2679.0,400.0,13332,19941,936.949,0.81,0.84,5.59,0.872,0.02,False,2
1654775089,26.51,49.65,1097.0,495.0,12851,19452,938.876,1.78,1.85,12.26,1.912,0.043,True,2
1654770935,21.59,58.15,718.0,707.0,12782,19548,939.174,2.19,2.28,15.09,2.353,0.053,True,2
1654903062,21.52,61.62,0.0,1534.0,12894,19928,931.219,1.68,1.74,11.0,1.8,0.043,True,2
1655129255,-5.751,25.67,105.0,542.0,11402,16639,936.865,0.815,0.84,5.56,0.867,0.552,False,2
1654765675,22.11,49.09,116.0,400.0,13224,20107,939.655,2.52,2.61,17.32,2.701,0.061,True,2
1654735417,21.787,47.43,0.0,400.0,13165,20058,939.627,0.88,0.92,6.09,0.949,0.021,False,2
1654771904,23.65,54.33,1004.0,687.0,12779,19486,939.095,2.21,2.3,15.21,2.372,0.054,True,2
1655127024,15.129,48.75,169.0,429.0,12772,20552,937.348,1.77,1.84,12.22,1.905,0.043,False,2
1654780066,26.22,52.18,1168.0,400.0,12930,19435,938.704,1.61,1.67,11.05,1.723,0.039,True,2
1654781200,24.41,53.93,1233.0,417.0,12924,19426,938.72,1.77,1.84,12.21,1.903,0.043,True,2
1654716105,25.42037968541187,53.16897502073323,235.5277284534438,400.0,13054,20915,937.0294749835851,1.6773477975394997,1.7373477975394995,11.537429158699188,1.7992814924779872,0.0409336949384874,False,2
1654712810,27.701114460192237,46.74737482710274,25.002476578204963,400.0,12838,20730,937.4920049531564,2.2000495315640998,2.2900247657820496,15.160222892038448,2.3640346720948693,0.0530024765782049,False,2
1654770929,23.48,55.31,676.0,660.0,12800,19581,939.144,2.0,2.08,13.79,2.151,0.049,True,2
1654736110,14.294138066111518,47.19295230566026,115.64309669442412,400.0,13181,20065,939.6200707099168,1.1523793553705055,1.1923793553705058,7.897845165278793,1.2317362586760816,0.0279999999999999,False,2
1654713889,25.79,47.93,109.0,401.0,12785,20614,937.405,1.9,1.97,13.08,2.04,0.046,False,2
1654761399,12.600200620106042,56.16671005833246,0.0,400.0,12534,19627,939.7183706114351,0.1302006201060416,0.4782648641542837,0.0212688081349414,0.5526289668395951,0.3387904204106496,False,2
1654763886,20.2,48.68,54.0,400.0,13201,20109,939.627,0.76,0.79,5.26,0.82,0.019,False,2
1654764465,18.57,51.73,177.0,400.0,13150,19995,939.655,0.86,0.9,5.95,0.927,0.021,False,2
1654713788,28.81722159057409,41.41000206721208,84.05552684427678,400.0,12792,20640,937.4394443181149,1.8433326442626428,1.9194436979511964,12.689439563527053,1.978888119426618,0.044833316106566,False,2
1655127490,18.439,47.52,189.0,429.0,12769,20532,937.347,1.9,1.97,13.07,2.0380000000000003,0.046,False,2
1654717285,53.499116220692805,22.560511781809875,0.0,596.9744109095061,10980,15723,936.815534889028,0.86,0.8922325554860366,5.924465110972073,0.924669766645811,0.021,False,2
1654753843,10.547,53.15,1208.0,400.0,12963,19422,938.749,2.19,2.27,15.07,2.35,0.053,True,2
1654715333,28.01204037375025,45.761479076873584,194.8175283124993,421.0948301250044,12769,20527,937.32418966025,1.6636494337500147,1.7254741506250222,11.432844903750134,1.7822916789375214,0.0401824716875007,False,2
1654742353,-5.234,54.87,379.0,400.0,13044,19881,939.273,0.45,0.47,3.1,0.483,0.011,True,2
1654784347,26.95,47.89,1321.0,400.0,12978,19402,938.728,1.64,1.7,11.28,1.758,0.04,True,2
1654717741,52.89,12.79,1867.0,400.0,13627,20204,936.682,0.76,0.79,5.22,0.8140000000000001,0.018,False,2
1654903323,36.13,24.19,589.0,514.5,12002,19402,931.028,0.81,0.84,5.56,0.867,0.021,True,2
1654773123,26.77,47.5,1074.0,597.0,12817,19467,939.087,2.04,2.12,14.03,2.187,0.049,True,2
1654764933,20.16,57.56,332.0,400.0,13100,19874,939.679,1.34,1.39,9.22,0.0,0.032,True,2
1654761889,12.6,50.41,39.0,400.0,12795,19778,939.823,0.25,0.26,1.74,0.272,0.006,False,2
1655127651,15.012887952768269,42.55802012635481,196.63366877258025,430.93894479543,12770,20519,937.4249620615224,1.6906105520456995,1.76,11.652442208182798,1.81736633122742,0.0409999999999999,False,2
1654715217,28.303107125651668,44.1242704794431,183.6602035900476,432.3397964099524,12771,20534,937.3263640329474,1.680048473074643,1.743397964099524,11.547038293572264,1.8007232185870836,0.040334949102488,False,2
1654774122,24.44,53.34,1138.0,563.0,12827,19450,938.929,1.93,2.0,13.26,2.069,0.047,True,2
1654714596,25.902878989260387,48.06492353758865,168.1186835123269,435.29670878081726,12770,20550,937.3073055186356,1.8994065824383652,1.97,13.076439494630192,2.0385252659506925,0.046,False,2
1654761688,13.437258444667162,53.609190887329866,1.2729470051205831,400.0,12700,19745,939.8098164239592,0.0763647350256029,0.1027294700512058,0.4481884101536175,0.110910629035844,0.0265458940102411,False,2
1654774082,26.91,47.38,1082.0,557.0,12830,19457,938.963,2.03,2.11,13.98,2.1790000000000003,0.049,True,2
1654751705,19.661,48.24,1228.0,403.0,12913,19424,938.701,1.93,2.01,13.31,2.075,0.047,True,2
1654776577,24.57,53.21,1109.0,433.0,12868,19453,938.826,2.03,2.11,13.95,2.175,0.049,True,2
1654757074,-18.253,53.11,1413.0,420.0,12965,19367,938.722,1.77,1.83,12.15,1.895,0.043,True,2
1654780644,24.82,52.39,1230.0,408.0,12920,19424,938.682,1.67,1.73,11.47,1.789,0.04,True,2
1654717520,57.04571513477522,11.982142432612388,1270.4183976705438,400.0,12837,18597,936.7085612265112,2.932660743204405,0.83,5.453775469772609,3.3792947709357195,0.993589313810764,False,0
1654733816,25.24780736998971,50.05184173249078,37.81869666715652,400.0,12754,19753,939.8415495733371,0.2126912332990433,0.2226912332990432,1.456090766407042,0.2276855699603215,0.0053626066656869,False,2
1654737965,-6.268,48.67,32.0,400.0,13255,20190,939.654,2.05,2.13,14.13,2.204,0.05,True,2
1654755166,-10.578,53.9,1329.0,400.0,12963,19393,938.728,1.49,1.55,10.25,1.598,0.036,True,2
1654742402,-5.2410000000000005,52.81,390.0,400.0,13040,19879,939.277,0.37,0.38,2.54,0.395,0.009,True,2
1654769300,19.09,51.69,313.0,400.0,13104,19949,939.408,0.48,0.49,3.27,0.51,0.012,True,2
1654735081,24.49367472215577,54.09975833532688,36.14458331909371,400.0,13124,20019,939.6045180556032,0.6714458331909371,0.700963888793958,4.618674999145623,0.7193976387512392,0.0160481944396979,False,2
1655124409,24.909039476675588,39.08078946461944,36.81578929238864,421.9210535380568,12859,20763,937.603460526769,2.3518421070761137,2.4418421070761136,16.183815803070853,2.523302633845142,0.057,False,2
1654780476,24.52,53.64,1226.0,413.0,12911,19411,938.712,1.47,1.53,10.11,1.5759999999999998,0.036,True,2
1654781868,26.36,49.91,1004.0,400.0,13001,19476,938.751,1.92,1.99,13.19,2.057,0.046,True,2
1654763055,17.89290728683331,54.04614651156263,0.0,400.0,13160,20068,939.6302718046512,0.6372819534875016,0.6597092713166689,4.373400992241679,0.6814956124020852,0.0152427317829167,False,2
1654784686,26.03,52.66,1295.0,400.0,12986,19402,938.697,1.59,1.65,10.92,1.704,0.038,True,2
1654755983,-20.178,48.34,1402.0,421.0,12954,19374,938.755,2.06,2.14,14.2,2.214,0.05,True,2
1654776184,27.01,47.38,1111.0,442.0,12871,19460,938.854,1.87,1.95,12.89,2.011,0.045,True,2
1654714382,28.49,42.31,116.0,400.0,12792,20600,937.332,1.65,1.71,11.35,1.77,0.04,False,2
1654743040,-4.261,53.7,847.0,944.0,12650,19512,939.173,2.42,2.51,16.66,2.597,0.059,True,2
1654771674,23.08,56.07,946.0,696.0,12784,19504,939.096,2.41,2.5,16.58,2.585,0.0579999999999999,True,2
1654735862,17.18714830006968,53.55463708668386,61.5394260748381,400.0,13188,20109,939.6297697130374,0.9776971303741904,1.0176971303741906,6.723879912619333,1.0484668434116096,0.0233848565187095,False,2
1655124867,18.287,46.5,65.0,407.0,12823,20699,937.484,2.05,2.13,14.13,2.204,0.05,False,2
1655125677,-8.693556668420602,40.8461552901141,61.42016277274161,400.0,12789,20663,937.4653907324772,1.954852848522978,2.034852848522978,13.483969939660849,2.102338133375276,0.0477100813863708,False,2
1654749462,12.209,53.34,1195.0,416.0,12877,19430,938.766,1.73,1.8,11.91,1.857,0.042,True,2
1654717655,53.18,57.36,3007.0,400.0,13509,19906,936.692,0.7,0.73,4.81,0.75,0.017,False,2
1654753140,18.19,49.26,1164.0,400.0,12933,19442,938.713,1.88,1.95,12.93,2.016,0.046,True,2
1654739611,-7.784,53.72,181.0,400.0,13157,20076,939.637,0.98,1.02,6.73,1.05,0.024,True,2
1654715018,25.903914066120613,48.54949518116735,178.1237379529184,437.5050481883265,12768,20539,937.4447626204708,1.2337121385875514,1.2837121385875514,8.492272831525309,1.323588400634633,0.03,False,2
1654733525,22.552148936906843,49.66046253052655,10.160962008100782,405.7816835141764,12596,19677,939.806540240502,0.7456336702835274,1.8117298710936056,2.5175855698784884,2.039569832761697,1.0246937957898263,False,0
1654761460,12.74,56.13,0.0,400.0,12565,19663,939.806,0.02,0.05,0.03,0.055,0.032,False,2
1654716516,43.06815502864556,31.45387571613912,1005.3153752350756,400.0,12947,19421,936.8828893017188,0.3988930171873389,0.4088930171873389,2.7318821260404853,0.4257454194789841,0.0099631005729112,False,2
1655125761,-7.640726820635732,47.26393423919927,80.0,400.0,12785,20639,937.4291311413068,1.6393442934667894,1.7028961956445263,11.286065760800737,1.760699483684563,0.0396448097822263,False,2
