UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
1654733350,20.277,50.27,0.0,406.0,12489,19451,939.752,0.41,1.72,0.0,1.987,1.265,False
1654733351,20.291,50.15,0.0,400.0,12491,19456,939.729,0.38,1.6,0.0,1.855,1.18,False
1654733352,20.305,50.02,0.0,400.0,12487,19470,939.741,0.33,1.39,0.0,1.61,1.024,False
1654733353,20.32,49.96,0.0,400.0,12492,19489,939.756,0.31,1.3,0.0,1.497,0.953,False
1654733354,20.334,49.83,0.0,415.0,12495,19489,939.764,0.27,1.12,0.0,1.291,0.821,False
1654733355,20.348,49.76,0.0,400.0,12498,19503,939.77,0.25,1.04,0.0,1.197,0.762,False
1654733356,20.363,49.65,0.0,401.0,12499,19516,939.774,0.21,0.89,0.0,1.026,0.653,False
1654733357,20.377,49.58,0.0,404.0,12503,19525,939.771,0.2,0.82,0.0,0.949,0.604,False
1654733358,20.391,49.37,30.0,445.0,12478,19500,939.771,0.17,0.58,0.14,0.665,0.3979999999999999,False
1654733359,20.406,49.58,36.0,455.0,12472,19487,939.77,0.16,0.56,0.13,0.644,0.385,False
1654733360,20.42,50.11,20.0,443.0,12471,19493,939.775,0.15,0.52,0.12,0.595,0.356,False
1654733361,20.434,50.68,16.0,435.0,12481,19509,939.772,0.14,0.5,0.12,0.569,0.34,False
1654733362,20.448,51.23,8.0,440.0,12482,19520,939.772,0.13,0.45,0.11,0.514,0.308,False
1654733363,20.462,51.77,11.0,440.0,12479,19515,939.762,0.12,0.42,0.1,0.487,0.291,False
1654733364,20.477,52.28,0.0,420.0,12486,19532,939.769,0.11,0.38,0.09,0.434,0.259,False
1654733365,20.491,52.74,0.0,414.0,12489,19535,939.747,0.1,0.36,0.08,0.408,0.244,False
1654733366,20.505,53.12,3.0,413.0,12490,19541,939.754,0.09,0.31,0.07,0.359,0.215,False
1654733367,20.519,53.5,0.0,410.0,12491,19541,939.755,0.08,0.29,0.07,0.336,0.201,False
1654733368,20.533,53.84,0.0,413.0,12498,19552,939.747,0.07,0.26,0.06,0.293,0.175,False
1654733369,20.547,54.13,0.0,400.0,12498,19569,939.757,0.07,0.24,0.06,0.273,0.163,False
1654733370,20.561,54.41,6.0,415.0,12491,19559,939.761,0.06,0.21,0.05,0.236,0.141,False
1654733371,20.575,54.67,7.0,406.0,12498,19553,939.766,0.06,0.19,0.05,0.2189999999999999,0.131,False
1654733372,20.589,54.91,0.0,400.0,12503,19578,939.765,0.05,0.18,0.04,0.204,0.122,False
1654733373,20.603,55.08,0.0,410.0,12497,19565,939.761,0.04,0.15,0.04,0.175,0.105,False
1654733374,20.617,55.28,0.0,400.0,12505,19565,939.757,0.04,0.14,0.03,0.162,0.0969999999999999,False
1654733375,20.631,55.49,0.0,400.0,12508,19581,939.762,0.03,0.12,0.03,0.138,0.083,False
1654733376,20.645,55.86,8.0,404.0,12501,19574,939.754,0.03,0.09,0.02,0.1,0.06,False
1654733377,20.659,55.99,9.0,406.0,12505,19582,939.754,0.02,0.08,0.02,0.092,0.055,False
1654733378,20.673,56.11,0.0,400.0,12507,19585,939.745,0.02,0.07,0.02,0.078,0.047,False
1654733379,20.687,56.18,0.0,400.0,12514,19594,939.741,0.02,0.06,0.01,0.072,0.043,False
1654733380,20.701,56.32,0.0,408.0,12510,19587,939.722,0.02,0.05,0.01,0.061,0.036,False
1654733381,20.715,56.36,6.0,416.0,12503,19580,939.711,0.01,0.05,0.01,0.0559999999999999,0.033,False
1654733382,20.729,56.47,14.0,411.0,12508,19587,939.701,0.01,0.04,0.01,0.047,0.0279999999999999,False
1654733383,20.743,56.55,11.0,404.0,12512,19596,939.693,0.01,0.04,0.01,0.043,0.026,False
1654733384,20.756,56.6,11.0,404.0,12513,19591,939.707,0.01,0.03,0.01,0.036,0.022,False
1654733385,20.77,56.66,4.0,400.0,12514,19595,939.718,0.01,0.03,0.01,0.033,0.02,False
1654733386,20.784,56.91,0.0,400.0,12535,19628,939.722,0.01,0.02,0.01,0.0279999999999999,0.017,False
1654733387,20.798,56.64,0.0,400.0,12532,19626,939.721,0.01,0.02,0.01,0.026,0.015,False
1654733388,20.812,56.06,0.0,400.0,12538,19624,939.709,0.44,1.66,0.05,1.906,1.171,False
1654733389,20.825,55.38,0.0,400.0,12539,19629,939.714,0.33,1.24,0.04,1.4280000000000002,0.877,False
1654733390,20.839,54.75,0.0,401.0,12539,19636,939.718,0.14,0.52,0.02,0.594,0.365,False
1654733391,20.853,54.14,4.0,406.0,12536,19627,939.719,0.08,0.32,0.01,0.364,0.223,False
1654733392,20.867,53.6,11.0,415.0,12529,19625,939.734,0.23,0.83,0.07,0.95,0.579,False
1654733393,20.88,53.11,0.0,400.0,12531,19635,939.746,0.21,0.78,0.07,0.893,0.545,False
1654733394,20.894,52.66,0.0,418.0,12536,19647,939.752,0.18,0.65,0.05,0.742,0.452,False
1654733395,20.908,52.27,10.0,411.0,12534,19635,939.76,0.16,0.59,0.05,0.6779999999999999,0.414,False
1654733396,20.921,51.94,27.0,415.0,12527,19623,939.758,0.15,0.54,0.05,0.624,0.381,False
1654733397,20.935,51.66,18.0,413.0,12530,19635,939.762,0.13,0.47,0.04,0.541,0.33,False
1654733398,20.948,51.38,23.0,421.0,12532,19631,939.779,0.12,0.44,0.04,0.509,0.31,False
1654733399,20.962,51.16,13.0,407.0,12533,19627,939.767,0.11,0.39,0.03,0.4479999999999999,0.273,False
1654733400,20.976,50.92,7.0,407.0,12306,19630,939.771,0.1,0.36,0.03,0.419,0.256,False
1654733401,20.989,50.72,18.0,401.0,12529,19622,939.77,0.09,0.32,0.03,0.366,0.223,False
1654733402,21.003,50.55,18.0,412.0,12534,19646,939.773,0.08,0.0,0.03,0.341,0.208,False
1654733403,21.016,50.38,18.0,417.0,12529,19623,939.763,0.07,0.26,0.02,0.295,0.18,False
1654733404,21.03,50.24,18.0,413.0,12532,19626,939.772,0.07,0.24,0.02,0.2739999999999999,0.1669999999999999,False
1654733405,21.043000000000003,50.1,12.0,410.0,12533,19633,939.776,0.06,0.21,0.02,0.236,0.144,False
1654733406,21.057,49.93,20.0,417.0,12526,19622,939.779,0.05,0.19,0.02,0.2189999999999999,0.133,False
1654733407,21.07,49.88,19.0,400.0,12528,19620,939.777,0.04,0.16,0.01,0.187,0.114,False
1654733408,21.084,49.74,2.0,405.0,12536,19631,939.781,0.04,0.15,0.01,0.173,0.106,False
1654733409,21.097,49.67,16.0,408.0,12536,19619,939.778,0.04,0.13,0.01,0.148,0.09,False
1654733410,21.11,49.55,15.0,404.0,12537,19631,939.764,0.03,0.12,0.01,0.136,0.083,False
1654733411,21.124,49.47,18.0,405.0,12534,19631,939.772,0.03,0.1,0.01,0.1159999999999999,0.071,False
1654733412,21.137,49.44,6.0,400.0,12540,19638,939.777,0.03,0.09,0.01,0.106,0.065,False
1654733413,21.15,49.39,7.0,407.0,12540,19638,939.776,0.02,0.08,0.01,0.09,0.055,False
1654733414,21.164,49.31,12.0,420.0,12533,19630,939.784,0.02,0.07,0.01,0.083,0.051,False
1654733415,21.177,49.21,15.0,420.0,12536,19622,939.787,0.02,0.06,0.01,0.07,0.043,False
1654733416,21.19,49.07,41.0,448.0,12515,19596,939.779,0.02,0.06,0.0,0.064,0.039,False
1654733417,21.204,49.29,45.0,453.0,12516,19609,939.784,0.01,0.05,0.0,0.059,0.036,False
1654733418,21.217,49.81,54.0,462.0,12510,19599,939.787,0.01,0.04,0.0,0.05,0.03,False
1654733419,21.23,50.45,33.0,448.0,12517,19610,939.782,0.01,0.04,0.0,0.046,0.0279999999999999,False
1654733420,21.243,51.03,42.0,439.0,12519,19608,939.781,0.01,0.03,0.0,0.038,0.023,False
1654733421,21.257,51.56,34.0,437.0,12512,19606,939.775,0.01,0.03,0.0,0.035,0.021,False
1654733422,21.27,52.04,26.0,441.0,12527,19617,939.78,0.01,0.03,0.0,0.0289999999999999,0.018,False
1654733423,21.283,52.54,18.0,422.0,12525,19619,939.788,0.01,0.02,0.0,0.027,0.016,False
1654733424,21.296,52.92,35.0,438.0,12526,19615,939.791,0.01,0.02,0.0,0.023,0.0139999999999999,False
1654733425,21.309,53.32,27.0,424.0,12522,19618,939.792,0.0,0.02,0.0,0.021,0.013,False
1654733426,21.323,53.65,23.0,419.0,12528,19619,939.799,0.22,0.69,0.39,0.7879999999999999,0.449,False
1654733427,21.336,53.96,33.0,421.0,12524,19614,939.801,0.2,0.63,0.36,0.718,0.409,False
1654733428,21.349,54.25,21.0,417.0,12530,19610,939.795,0.16,0.49,0.28,0.561,0.32,False
1654733429,21.362,54.52,19.0,418.0,12529,19626,939.799,0.14,0.44,0.25,0.501,0.286,False
1654733430,21.375,54.74,14.0,405.0,12533,19624,939.784,0.12,0.36,0.21,0.414,0.236,False
1654733431,21.388,54.95,19.0,414.0,12527,19613,939.796,0.11,0.33,0.19,0.382,0.218,False
1654733432,21.401,55.16,20.0,408.0,12532,19621,939.775,0.09,0.29,0.17,0.332,0.1889999999999999,False
1654733433,21.414,55.32,8.0,410.0,12533,19626,939.782,0.09,0.27,0.16,0.31,0.177,False
1654733434,21.427,55.53,16.0,406.0,12537,19629,939.788,0.08,0.24,0.14,0.27,0.154,False
1654733435,21.44,55.64,2.0,400.0,12536,19635,939.787,0.07,0.22,0.13,0.251,0.143,False
1654733436,21.453000000000003,55.81,15.0,406.0,12530,19631,939.789,0.06,0.19,0.11,0.217,0.124,False
1654733437,21.466,55.9,9.0,401.0,12543,19631,939.792,0.06,0.18,0.1,0.2019999999999999,0.115,False
1654733438,21.479,56.07,12.0,402.0,12534,19624,939.794,0.05,0.16,0.09,0.187,0.107,False
1654733439,21.492,56.18,13.0,400.0,12537,19630,939.798,0.05,0.14,0.08,0.16,0.091,False
1654733440,21.505,56.24,8.0,402.0,12537,19631,939.795,0.04,0.13,0.07,0.148,0.085,False
1654733441,21.518,56.37,6.0,400.0,12540,19632,939.8,0.04,0.11,0.06,0.127,0.072,False
1654733442,21.531,56.42,11.0,409.0,12539,19627,939.803,0.03,0.1,0.06,0.1169999999999999,0.067,False
1654733443,21.543000000000003,56.5,16.0,408.0,12536,19628,939.804,0.03,0.09,0.05,0.099,0.057,False
1654733444,21.556,56.62,13.0,401.0,12540,19626,939.809,0.03,0.08,0.05,0.092,0.052,False
1654733445,21.569000000000003,56.69,11.0,400.0,12540,19626,939.809,0.02,0.07,0.04,0.078,0.044,False
1654733446,21.582,56.91,0.0,400.0,12565,19664,939.8,0.02,0.06,0.04,0.071,0.0409999999999999,False
1654733447,21.595,56.65,0.0,400.0,12565,19673,939.807,0.02,0.05,0.03,0.06,0.034,False
1654733448,21.607,56.13,0.0,400.0,12565,19663,939.806,0.02,0.05,0.03,0.055,0.032,False
1654733449,21.62,55.44,0.0,402.0,12566,19669,939.795,0.01,0.04,0.02,0.047,0.027,False
1654733450,21.633000000000003,54.78,0.0,408.0,12565,19672,939.799,0.01,0.04,0.02,0.043,0.024,False
1654733451,21.646,54.24,10.0,419.0,12562,19658,939.802,0.01,0.03,0.02,0.036,0.021,False
1654733452,21.658,53.68,2.0,415.0,12558,19654,939.791,0.01,0.03,0.02,0.033,0.019,False
1654733453,21.671,53.18,2.0,404.0,12560,19659,939.792,0.01,0.02,0.01,0.0279999999999999,0.016,False
1654733454,21.684,52.75,0.0,400.0,12563,19658,939.798,0.01,0.02,0.01,0.025,0.015,False
1654733455,21.696,52.37,6.0,408.0,12562,19648,939.798,0.01,0.02,0.01,0.021,0.012,False
1654733456,21.709,52.01,2.0,413.0,12567,19661,939.804,0.01,0.02,0.01,0.02,0.011,False
1654733457,21.722,51.72,10.0,415.0,12557,19654,939.802,0.0,0.01,0.01,0.016,0.009,False
1654733458,21.734,51.45,7.0,413.0,12558,19659,939.803,0.0,0.01,0.01,0.015,0.009,False
1654733459,21.747,51.18,2.0,413.0,12565,19665,939.805,0.0,0.01,0.01,0.0139999999999999,0.008,False
1654733460,21.76,51.01,9.0,417.0,12563,19662,939.8,0.0,0.01,0.01,0.011,0.006,False
1654733461,21.772,50.78,10.0,417.0,12565,19664,939.788,0.0,0.01,0.01,0.01,0.006,False
1654733462,21.785,50.64,2.0,401.0,12564,19650,939.784,0.0,0.01,0.0,0.009,0.005,False
1654733463,21.797,50.46,1.0,407.0,12563,19659,939.782,0.0,0.01,0.0,0.008,0.005,False
1654733464,21.81,50.3,0.0,400.0,12565,19658,939.773,0.0,0.01,0.0,0.0069999999999999,0.004,False
1654733465,21.822,50.16,21.0,425.0,12561,19649,939.782,0.0,0.01,0.0,0.006,0.003,False
1654733466,21.835,50.04,10.0,426.0,12559,19649,939.796,0.0,0.0,0.0,0.005,0.003,False
1654733467,21.847,49.93,6.0,420.0,12566,19662,939.791,0.0,0.0,0.0,0.005,0.003,False
1654733468,21.86,49.85,6.0,417.0,12562,19653,939.792,0.0,0.0,0.0,0.004,0.002,False
1654733469,21.872,49.76,8.0,420.0,12565,19660,939.806,0.0,0.0,0.0,0.003,0.002,False
1654733470,21.885,49.64,5.0,417.0,12564,19655,939.821,0.0,0.0,0.0,0.003,0.002,False
1654733471,21.897,49.58,11.0,411.0,12563,19651,939.815,0.0,0.0,0.0,0.003,0.001,False
1654733472,21.909,49.5,11.0,421.0,12563,19647,939.805,0.0,0.0,0.0,0.002,0.001,False
1654733473,21.922,49.42,0.0,414.0,12571,19657,939.805,0.0,0.0,0.0,0.002,0.001,False
1654733474,21.934,49.38,7.0,418.0,12565,19653,939.803,0.0,0.0,0.0,0.002,0.001,False
1654733475,21.946,57.36,4.0,406.0,12565,19659,939.819,0.0,0.0,0.0,0.001,0.001,False
1654733476,21.959,49.16,28.0,442.0,12547,19629,939.812,0.0,0.0,0.0,0.001,0.001,False
1654733477,21.971,49.32,39.0,455.0,12541,19629,939.817,0.0,0.0,0.0,0.001,0.001,False
1654733478,21.983,49.87,29.0,440.0,12544,19631,939.813,0.0,0.0,0.0,0.001,0.001,False
1654733479,21.996,50.49,31.0,445.0,12545,19632,939.81,0.0,0.0,0.0,0.001,0.0,False
1654733480,22.008000000000003,51.08,28.0,453.0,12548,19631,939.818,0.0,0.0,0.0,0.001,0.0,False
1654733481,22.02,51.65,26.0,440.0,12549,19633,939.832,0.0,0.0,0.0,0.001,0.0,False
1654733482,22.032,52.13,28.0,433.0,12543,19638,939.82,0.21,0.54,0.58,0.614,0.324,False
1654733483,22.044,52.62,23.0,433.0,12558,19649,939.815,0.15,0.41,0.44,0.46,0.243,False
1654733484,22.057,53.02,20.0,430.0,12554,19644,939.815,0.1,0.27,0.29,0.307,0.162,False
1654733485,22.069000000000003,53.45,21.0,438.0,12550,19642,939.817,0.04,0.1,0.11,0.115,0.061,False
1654733486,22.081,53.75,16.0,426.0,12554,19644,939.817,0.02,0.06,0.06,0.067,0.035,False
1654733487,22.093000000000004,54.05,26.0,431.0,12556,19638,939.811,0.01,0.02,0.02,0.022,0.011,False
1654733488,22.105,54.36,32.0,437.0,12552,19637,939.809,0.0,0.01,0.01,0.012,0.006,False
1654733489,22.117,54.59,29.0,417.0,12559,19641,939.813,0.0,0.0,0.0,0.004,0.002,False
1654733490,22.13,54.83,21.0,420.0,12567,19645,939.81,0.0,0.0,0.0,0.002,0.001,False
1654733491,22.142,55.03,20.0,420.0,12560,19641,939.794,0.0,0.0,0.0,0.001,0.0,False
1654733492,22.154,55.25,20.0,421.0,12567,19654,939.791,0.0,0.0,0.0,0.0,0.0,False
1654733493,22.166,55.46,12.0,415.0,12565,19639,939.791,0.0,0.0,0.0,0.0,0.0,False
1654733494,22.178,55.61,11.0,410.0,12562,19649,939.799,0.0,0.0,0.0,0.0,0.0,False
1654733495,22.19,55.73,11.0,400.0,12568,19652,939.805,0.0,0.0,0.0,0.0,0.0,False
1654733496,22.202,55.88,18.0,417.0,12567,19656,939.812,0.0,0.0,0.0,0.0,0.0,False
1654733497,22.214,56.02,14.0,403.0,12566,19656,939.812,0.0,0.0,0.0,0.0,0.0,False
1654733498,22.226,56.14,17.0,405.0,12571,19659,939.821,0.0,0.0,0.0,0.0,0.0,False
1654733499,22.238000000000003,56.26,11.0,401.0,12564,19660,939.823,0.0,0.0,0.0,0.0,0.0,False
1654733500,22.25,56.32,2.0,403.0,12577,19663,939.826,0.0,0.0,0.0,0.0,0.0,False
1654733501,22.262,56.43,2.0,400.0,12568,19662,939.815,0.0,0.0,0.0,0.0,0.0,False
1654733502,22.273000000000003,56.53,5.0,404.0,12570,19659,939.808,0.0,0.0,0.0,0.0,0.0,False
1654733503,22.285,56.63,4.0,404.0,12579,19665,939.808,0.0,0.0,0.0,0.0,0.0,False
1654733504,22.297,56.69,6.0,403.0,12571,19661,939.81,0.0,0.0,0.0,0.0,0.0,False
1654733505,22.309,56.76,2.0,400.0,12577,19663,939.82,0.0,0.0,0.0,0.0,0.0,False
1654733506,22.321,56.99,0.0,400.0,12592,19679,939.817,0.0,0.0,0.0,0.0,0.0,False
1654733507,22.333,56.77,0.0,400.0,12597,19694,939.815,0.0,0.0,0.0,0.0,0.0,False
1654733508,22.344,55.02,0.0,401.0,12597,19689,939.817,0.0,0.0,0.0,0.0,0.0,False
1654733509,22.356,54.41,0.0,408.0,12597,19685,939.809,0.0,0.0,0.0,0.0,0.0,False
1654733510,22.368,53.84,1.0,410.0,12587,19681,939.803,0.0,0.0,0.0,0.0,0.0,False
1654733511,22.38,53.38,0.0,402.0,12598,19689,939.81,0.0,0.0,0.0,0.0,0.0,False
1654733512,22.392,51.95,4.0,413.0,12591,19675,939.809,0.0,0.0,0.0,0.0,0.0,False
1654733513,22.403,51.66,0.0,400.0,12594,19682,939.81,0.0,0.0,0.0,0.0,0.0,False
1654733514,22.415,51.38,2.0,409.0,12594,19693,939.814,0.0,0.0,0.0,0.0,0.0,False
1654733515,22.427,51.19,1.0,405.0,12592,19678,939.815,0.0,0.0,0.0,0.0,0.0,False
1654733516,22.438,50.83,12.0,400.0,12596,19688,939.806,0.0,0.0,0.0,0.0,0.0,False
1654733517,22.45,50.65,1.0,401.0,12598,19680,939.798,0.0,0.0,0.0,0.0,0.0,False
1654733518,22.462,50.49,12.0,412.0,12594,19680,939.804,0.0,0.0,0.0,0.0,0.0,False
1654733519,22.473000000000003,50.36,1.0,407.0,12592,19674,939.806,0.0,0.0,0.0,0.0,0.0,False
1654733520,22.485,50.2,13.0,409.0,12596,19677,939.801,0.0,0.0,0.0,0.0,0.0,False
1654733521,22.497,50.09,2.0,405.0,12596,19681,939.803,0.0,0.0,0.0,0.0,0.0,False
1654733522,22.508000000000003,49.96,15.0,403.0,12593,19681,939.806,0.0,0.0,0.0,0.0,0.0,False
1654733523,22.52,49.89,3.0,402.0,12600,19679,939.81,0.82,2.08,2.51,2.349,1.216,False
1654733524,22.531,49.78,12.0,409.0,12596,19677,939.807,0.81,2.06,2.49,2.326,1.204,False
1654733525,22.543000000000003,49.71,1.0,400.0,12597,19676,939.813,0.77,1.97,2.38,2.226,1.153,False
1654733526,22.554,49.63,6.0,401.0,12594,19673,939.81,0.75,1.91,2.31,2.158,1.117,False
1654733527,22.566,49.57,0.0,402.0,12596,19684,939.803,0.69,1.57,2.64,1.765,0.8440000000000001,False
1654733528,22.577,49.52,8.0,402.0,12596,19677,939.806,0.67,1.52,2.55,1.703,0.8140000000000001,False
1654733529,22.589,49.43,8.0,405.0,12595,19676,939.812,0.62,1.39,2.34,1.5630000000000002,0.748,False
1654733530,22.6,49.23,34.0,440.0,12576,19646,939.813,0.59,1.33,2.23,1.49,0.713,False
1654733531,22.612,49.5,27.0,440.0,12577,19649,939.815,0.53,1.2,2.01,1.341,0.642,False
1654733532,22.623,50.05,44.0,444.0,12574,19638,939.811,0.5,1.13,1.89,1.267,0.606,False
1654733533,22.634,50.61,27.0,429.0,12582,19656,939.812,0.44,1.0,1.68,1.124,0.5379999999999999,False
1654733534,22.646,51.18,39.0,449.0,12576,19651,939.802,0.42,0.94,1.58,1.056,0.505,False
1654733535,22.657,51.74,22.0,422.0,12588,19664,939.802,0.39,0.88,1.48,0.99,0.474,False
1654733536,22.669,52.22,22.0,416.0,12582,19652,939.813,0.34,0.77,1.3,0.866,0.414,False
1654733537,22.68,52.7,28.0,424.0,12582,19650,939.804,0.32,0.72,1.21,0.809,0.387,False
1654733538,22.691,53.13,24.0,418.0,12591,19660,939.807,0.28,0.63,1.05,0.7020000000000001,0.336,False
1654733539,22.703000000000003,53.51,29.0,419.0,12581,19652,939.8,0.26,0.58,0.98,0.653,0.312,False
1654733540,22.714,54.1,32.0,411.0,12591,19654,939.806,0.21,0.47,0.78,0.522,0.25,False
1654733541,22.725,54.45,18.0,400.0,12593,19669,939.806,0.18,0.4,0.67,0.4479999999999999,0.214,False
1654733542,22.736,54.71,20.0,409.0,12596,19655,939.809,0.16,0.37,0.62,0.414,0.198,False
1654733543,22.748,54.87,23.0,404.0,12591,19672,939.801,0.14,0.32,0.53,0.353,0.1689999999999999,False
1654733544,22.759,55.24,17.0,400.0,12596,19669,939.793,0.12,0.26,0.54,0.285,0.125,False
1654733545,22.77,55.5,19.0,401.0,12595,19681,939.795,0.12,0.24,0.51,0.27,0.119,False
1654733546,22.781,55.66,8.0,400.0,12601,19672,939.801,0.11,0.23,0.5,0.261,0.115,False
1654733547,22.793000000000003,55.84,10.0,400.0,12602,19683,939.791,0.11,0.22,0.46,0.24,0.106,False
1654733548,22.804,55.94,17.0,400.0,12601,19678,939.791,0.1,0.21,0.44,0.2289999999999999,0.1009999999999999,False
1654733549,22.815,56.1,13.0,400.0,12600,19677,939.788,0.09,0.19,0.39,0.207,0.091,False
1654733550,22.826,56.19,8.0,400.0,12601,19677,939.787,0.09,0.18,0.37,0.196,0.086,False
1654733551,22.837,56.29,4.0,400.0,12600,19672,939.795,0.08,0.16,0.33,0.174,0.077,False
1654733552,22.848000000000003,56.39,11.0,400.0,12608,19674,939.79,0.07,0.15,0.31,0.163,0.072,False
1654733553,22.859,56.51,20.0,400.0,12608,19669,939.784,0.06,0.13,0.27,0.144,0.063,False
1654733554,22.87,56.6,7.0,400.0,12608,19682,939.778,0.06,0.12,0.26,0.134,0.059,False
1654733555,22.881,56.71,8.0,400.0,12605,19673,939.786,0.05,0.11,0.22,0.1169999999999999,0.052,False
1654733556,22.892,56.75,10.0,400.0,12610,19673,939.8,0.06,0.1,0.26,0.115,0.047,False
1654733557,22.904,56.85,10.0,400.0,12608,19674,939.79,0.06,0.11,0.28,0.121,0.049,False
1654733558,22.915,57.07,0.0,400.0,12628,19703,939.804,0.06,0.11,0.29,0.127,0.051,False
1654733559,22.926,56.85,0.0,400.0,12631,19709,939.808,0.06,0.11,0.29,0.127,0.051,False
1654733560,22.937,56.27,0.0,400.0,12636,19703,939.811,0.06,0.11,0.28,0.123,0.05,False
1654733561,22.947,55.58,0.0,400.0,12630,19701,939.812,0.06,0.11,0.28,0.121,0.049,False
1654733562,22.958,54.37,10.0,400.0,12629,19698,939.804,0.05,0.1,0.25,0.108,0.044,False
1654733563,22.969,53.86,10.0,400.0,12624,19699,939.807,0.05,0.09,0.23,0.099,0.04,False
1654733564,22.98,53.35,7.0,400.0,12632,19701,939.825,0.05,0.08,0.21,0.094,0.038,False
1654733565,22.991,52.9,4.0,400.0,12629,19697,939.82,0.04,0.08,0.19,0.084,0.034,False
1654733566,23.002,52.52,4.0,400.0,12630,19701,939.815,0.04,0.07,0.18,0.079,0.032,False
1654733567,23.013,52.15,3.0,400.0,12630,19712,939.804,0.05,0.08,0.24,0.092,0.034,False
1654733568,23.024,51.86,7.0,400.0,12628,19698,939.808,0.06,0.1,0.32,0.114,0.0409999999999999,False
1654733569,23.035,51.58,2.0,400.0,12622,19693,939.807,0.07,0.12,0.36,0.131,0.047,False
1654733570,23.045,51.37,3.0,400.0,12626,19690,939.817,0.08,0.14,0.42,0.151,0.055,False
1654733571,23.056,51.11,1.0,400.0,12626,19698,939.81,0.08,0.14,0.43,0.156,0.0559999999999999,False
1654733572,23.067,50.96,2.0,400.0,12631,19698,939.802,0.1,0.18,0.48,0.201,0.079,False
1654733573,23.078000000000003,50.77,0.0,400.0,12633,19706,939.814,0.1,0.19,0.51,0.209,0.0819999999999999,False
1654733574,23.089,50.62,0.0,400.0,12630,19711,939.813,0.11,0.2,0.52,0.216,0.085,False
1654733575,23.099,50.44,0.0,400.0,12630,19708,939.807,0.11,0.2,0.52,0.215,0.085,False
1654733576,23.11,50.31,1.0,400.0,12633,19704,939.816,0.1,0.19,0.5,0.208,0.0819999999999999,False
1654733577,23.121,50.19,12.0,400.0,12629,19689,939.808,0.1,0.18,0.49,0.203,0.08,False
1654733578,23.131,50.08,5.0,400.0,12633,19696,939.813,0.09,0.17,0.46,0.1889999999999999,0.074,False
1654733579,23.142,50.0,0.0,400.0,12629,19704,939.79,0.1,0.17,0.49,0.1889999999999999,0.072,False
1654733580,23.153,49.85,12.0,400.0,12630,19698,939.791,0.1,0.18,0.5,0.195,0.074,False
1654733581,23.163,49.71,11.0,400.0,12637,19710,939.812,0.1,0.17,0.49,0.192,0.073,False
1654733582,23.174,49.66,14.0,400.0,12635,19696,939.8,0.09,0.17,0.47,0.183,0.069,False
1654733583,23.185,49.6,0.0,400.0,12641,19707,939.808,0.09,0.16,0.46,0.177,0.067,False
1654733584,23.195,49.53,14.0,400.0,12630,19703,939.801,0.09,0.16,0.46,0.18,0.068,False
1654733585,23.206,49.45,1.0,400.0,12642,19698,939.805,0.09,0.17,0.47,0.185,0.07,False
